iteration,value,best_value,parameters
20,21390.367677977938,21390.367677977938,"[0.9119205737192475, 0.8221673835532308, 0.9443163430159511, 0.19073782988274945, 0.7558803608584388, 9970.5272655528, 2.820538109570332]"
21,21393.36766161881,21393.36766161881,"[0.2815362943054932, 0.564055935404732, 0.06507594087914215, 0.10602443369411096, 0.2713976273183428, 7730.9439340200815, 5.134530523013474]"
22,21408.36777939504,21408.36777939504,"[0.8130450965070244, 0.9969678570506211, 0.600811427615137, 0.4711752712706234, 0.5955869376429008, 2.008130250948925, 9.425956770178699]"
23,21419.368111385164,21419.368111385164,"[0.7721634871777977, 0.1602466144368726, 0.1884018220536955, 0.7170082300285662, 0.056746375823390593, 9998.823424731832, 21.47931563369981]"
24,21440.36809327772,21440.36809327772,"[0.20096641390006542, 0.28157386200787293, 0.8155368917524355, 0.6734260738850492, 0.7069230161218649, 9.757973813551146, 2.2038420324277075]"
25,21439.368215957213,21440.36809327772,"[0.08854434201654349, 0.140895329483108, 0.10071410916910228, 0.7992871642169147, 0.7444146229999573, 9985.04404876076, 0.7917020649880913]"
26,21464.36828087783,21464.36828087783,"[0.10695349783968922, 0.03751923317014372, 0.07159461784761079, 0.8576447199611554, 0.4446868163612845, 3.403057686808264, 58.368843715172574]"
27,21487.36838021887,21487.36838021887,"[0.6327430152220175, 0.649173761056713, 0.516939722895381, 0.92553472886875, 0.7541423052845241, 9997.232081280396, 58.39265840835879]"
28,21515.368585974586,21515.368585974586,"[0.587246441923039, 0.5324948221418446, 0.23545709688145866, 0.26203579915346487, 0.5309240129004255, 36.9335979594787, 6.513647564810503]"
29,21530.36884251812,21530.36884251812,"[0.8093723396282549, 0.7602597565587448, 0.5893810227590393, 0.4446283042463327, 0.8053026178343908, 9997.968209446424, 26.437665178139554]"
30,21549.36893367162,21549.36893367162,"[0.8040703823585411, 0.8786705002203461, 0.607230294598164, 0.9368299069780657, 0.6744404784939739, 13.325495161821133, 53.22354934037014]"
31,21580.368930426055,21580.368930426055,"[0.8616577192171221, 0.9374121968448842, 0.17461656347262422, 0.7234560259983009, 0.9898308104530029, 9999.554310683805, 26.240015353366072]"
32,21601.369006195004,21601.369006195004,"[0.8422647257138011, 0.9636083307300467, 0.30407322121108427, 0.30410852371833863, 0.66804326579401, 7.9500824379097335, 42.29476161544384]"
33,21635.369561188032,21635.369561188032,"[0.037986008951819916, 0.5718434620097657, 0.7285018319732751, 0.4771847727839862, 0.009370474932700934, 9998.70453984871, 58.754232651683715]"
34,21674.369575032415,21674.369575032415,"[0.3595437663761991, 0.835726597529305, 0.6879486973886905, 0.5430605528351774, 0.5228448298526975, 8.179195164853548, 5.6149817009797225]"
35,21681.369541973167,21681.369541973167,"[0.7531848335470456, 0.06493678027997485, 0.9023284672177272, 0.5074403847079688, 0.5283987267871725, 9998.610874340446, 17.027133951663792]"
36,21688.369492933984,21688.369492933984,"[0.8250647805841939, 0.14659189323899569, 0.002777257491801577, 0.8014448632071594, 0.46005700381232295, 2.148473548766461, 20.05282666739187]"
37,21708.369732074403,21708.369732074403,"[0.6072018312453058, 0.5327655743224781, 0.02328171032059756, 0.3751626888595747, 0.7641347734069905, 9990.381934475527, 9.56257326512415]"
38,21734.3699411099,21734.3699411099,"[0.13434820149827809, 0.2340026856264127, 0.5380995484161852, 0.2029738086874595, 0.4007918834506956, 1.9045748454460387, 12.051179234816727]"
39,21740.370088205564,21740.370088205564,"[0.07669683158486296, 0.537257467732587, 0.231446579969103, 0.010747646044541814, 0.32819217145054824, 9994.044970934463, 39.8466366609215]"
40,21758.370135959864,21758.370135959864,"[0.468475036435149, 0.06125484100289835, 0.8656516018457167, 0.08412683443453761, 0.4231473606207524, 1.0539468506221006, 40.65865272407979]"
41,21780.37024353025,21780.37024353025,"[0.025257050497515143, 0.46210100636864604, 0.7889943653418129, 0.9083512654767983, 0.039470490474002085, 9997.240874061408, 18.293006959258275]"
42,21797.370208380376,21797.370208380376,"[0.06853204792561696, 0.9209741007258966, 0.7031178468712606, 0.6513783285482981, 0.0437841932755324, 1.9085445368061116, 39.56427341705851]"
43,21813.370007884372,21813.370007884372,"[0.2310973370204421, 0.33078594551803964, 0.7781668157032272, 0.37194360654561764, 0.32406872377092544, 9974.618362884185, 17.011724901948973]"
44,21834.36998202987,21834.36998202987,"[0.9540304312133676, 0.8681355672679376, 0.08011432218464454, 0.9560371879580818, 0.6398326733707509, 0.3499874722490137, 34.40972283795669]"
45,21859.370645478422,21859.370645478422,"[0.6910443133762002, 0.9291609522255485, 0.6099880917374985, 0.8495101670984186, 0.46972857167514936, 9989.844383320447, 30.9656402194377]"
46,21882.370950691085,21882.370950691085,"[0.997129765172145, 0.18954118491854544, 0.9586059303041176, 0.8814133729037411, 0.06367947717547362, 36.94329769437399, 55.78604133420176]"
47,21904.371310155766,21904.371310155766,"[0.3999314751658417, 0.12199216856653483, 0.9249238719200088, 0.5471424938748514, 0.10280755839668676, 9957.195174430679, 22.044604545090657]"
48,21928.37146783908,21928.37146783908,"[0.7201586639453462, 0.27096483660809867, 0.8289423533423335, 0.5742803357884325, 0.9627670857425152, 15.094308589583827, 48.1118920187877]"
49,21945.3717487355,21945.3717487355,"[0.14140384575045362, 0.9923082943515196, 0.8839315579508316, 0.6371386927862749, 0.40169925633550685, 9997.785118912076, 36.68954471317589]"
