iteration,value,best_value,parameters
31,17887.3597557134,17887.3597557134,"[0.633190990929308, 0.15889493611664685, 0.09777405918334203, 0.7616625606956186, 0.9766768258521047, 4.573331690622684, 40.90991762772816]"
32,17908.360003048427,17908.360003048427,"[0.1424266337209047, 0.7669007935073527, 0.25012342118375197, 0.07141712286070956, 0.9412688086712802, 9988.480875344896, 5.339572449812204]"
33,17921.360567572367,17921.360567572367,"[0.8263010117869698, 0.04571965493330965, 0.1082573429646484, 0.851717949445343, 0.7424425439093941, 60.20012242625494, 28.759517313736197]"
34,17954.361147735035,17954.361147735035,"[0.8552692103524614, 0.768914522617871, 0.2684409705118671, 0.9442502172522891, 0.1252028098715603, 9987.032599008573, 46.68911695001207]"
35,17974.36152501413,17974.36152501413,"[0.7028923603954192, 0.34338111597387233, 0.01292060050215782, 0.8726861419231435, 0.37763784429339164, 21.481330988560863, 7.436108568839279]"
36,18009.36337165155,18009.36337165155,"[0.0753496583400104, 0.5033861911534773, 0.13936598421983282, 0.6877094005174749, 0.5980392636575742, 9631.593462938086, 27.22263040178755]"
37,18023.36396934807,18023.36396934807,"[0.5009383466728323, 0.9442041356712839, 0.19754292258826234, 0.8407520123528369, 0.12503491756340224, 6.471048337889362, 37.62662844178395]"
38,18047.364208033694,18047.364208033694,"[0.6015179283846914, 0.3752906999313893, 0.06887149691183525, 0.5804370250686205, 0.7928073616099512, 9999.957985370718, 45.86398286992757]"
39,18076.36420490916,18076.36420490916,"[0.73861090572388, 0.36638024148761594, 0.3206453031455072, 0.320470957800301, 0.8579032098431159, 967.4098284017018, 6.909768640929204]"
40,18092.364139016965,18092.364139016965,"[0.012715399999961852, 0.19317234618828705, 0.8775441195467221, 0.9637808880297623, 0.15557310110501688, 6822.834519077993, 8.728678418244819]"
41,18100.363965928045,18100.363965928045,"[0.7996347282217662, 0.7468764561515976, 0.14704725874722435, 0.9476902050193464, 0.8590157046595084, 9997.956743531318, 56.45442653343037]"
42,18117.363601996185,18117.363601996185,"[0.23304896073675585, 0.3606081370178025, 0.5419180999157963, 0.04583029581585074, 0.8162514270778582, 18.318101018475197, 42.01399582751011]"
43,18227.363679334932,18227.363679334932,"[0.44662581844658056, 0.21067391303632077, 0.28881071395349955, 0.3075731472266341, 0.05562704247343053, 0.67936143801961, 2.2215139844468856]"
44,18248.36368965657,18248.36368965657,"[0.07260758225305453, 0.15426983428010232, 0.5950353067917749, 0.05166839375441268, 0.5962763328713269, 9997.041771933867, 1.8932422306704133]"
45,18149.363392500763,18248.36368965657,"[0.6513906706535199, 0.5389180204250851, 0.4401646577135879, 0.13871769826190217, 0.16240015118904427, 9993.29469637137, 32.23967645935542]"
46,18160.363357364524,18248.36368965657,"[0.9671739350208653, 0.01962580806891756, 0.14578304599736103, 0.8810457123308256, 0.6138091691975625, 14.898092875867963, 24.390470118754266]"
47,18178.36344275464,18248.36368965657,"[0.10675708337386758, 0.628481398882765, 0.7812055584589948, 0.4517578887106064, 0.05584878345133082, 9993.590019364732, 36.358982807566]"
48,18194.363456422467,18248.36368965657,"[0.4034439484753033, 0.1453243458488458, 0.9857134270498722, 0.14665869360058936, 0.08961945981618558, 11.531751301468995, 36.36380817286817]"
49,18215.363376317437,18248.36368965657,"[0.39320131012727255, 0.05391723662060888, 0.29713600380482597, 0.6979763816965883, 0.13070226073038138, 9998.622142443812, 41.63696735527673]"
