iteration,value,best_value,parameters
29,22553.371782862418,22553.371782862418,"[0.0002496279347992125, 0.6626564554203154, 0.5419480800873564, 0.14676768078977176, 0.20211774738306454, 2.8735949816294237, 49.88604099040235]"
30,22570.371731381572,22570.371731381572,"[0.1265162128102535, 0.6031966173079735, 0.7750869181193321, 0.0049767354919938445, 0.13711039179999274, 9999.625265039716, 49.6913201627449]"
31,22594.37202110993,22594.37202110993,"[0.008195907455326945, 0.5643249471989594, 0.24745426402397264, 0.91009115535514, 0.0065838421319557305, 0.7774877254596024, 13.654783806621849]"
32,22611.372058148765,22611.372058148765,"[0.13458417940462297, 0.2987229167693629, 0.22026106693723224, 0.838911933031392, 0.7982768725806062, 9981.362036885177, 23.111866716731743]"
33,22626.37216710471,22626.37216710471,"[0.4443297198327457, 0.26254610530529543, 0.8367562573201517, 0.5075443092814448, 0.35990261111378674, 2787.1247704953007, 36.94214425323247]"
34,22644.372117890733,22644.372117890733,"[0.6907119786672155, 0.6788531213657715, 0.09492739599822453, 0.7270724557133944, 0.9960368134426403, 5903.872671523639, 27.828352569923144]"
35,22651.3718006524,22651.3718006524,"[0.9584683301711915, 0.861486808306324, 0.5720820047539915, 0.1918590322330661, 0.5849099405211466, 0.19297060514067432, 59.084124557545465]"
36,22666.37165243469,22666.37165243469,"[0.8314893386538861, 0.35918278830760686, 0.22132317611474905, 0.6436293925389464, 0.86265772311348, 9985.05881227626, 11.514005659462915]"
37,22693.371657848234,22693.371657848234,"[0.41764024448794834, 0.04514866313446697, 0.10110838577892867, 0.7761008369096785, 0.33131319714875507, 4.129011525575432, 57.450752741033995]"
38,22712.37166599844,22712.37166599844,"[0.6575240485468783, 0.45149111287942856, 0.017416694114244846, 0.5722026646007614, 0.03630308775634583, 9989.20382542264, 33.99823215255008]"
39,22741.371494952415,22741.371494952415,"[0.36361928319671766, 0.776140452017687, 0.5207261141568005, 0.30373570866928645, 0.6845405536826816, 20.65197045827305, 38.3473243060588]"
40,22774.37147637388,22774.37147637388,"[0.1452570925802411, 0.6329080922285596, 0.14928318618878267, 0.21151171693526927, 0.35009455874689055, 9987.683013036441, 12.752520507083322]"
41,22785.37147996425,22785.37147996425,"[0.7849253437078347, 0.0765754263508881, 0.12103135124944842, 0.22523263787051895, 0.5312852935098661, 14.384463454780727, 19.43672836918086]"
42,22788.37144616702,22788.37144616702,"[0.9227411559927804, 0.6077054490091084, 0.07629592994078205, 0.7862883356350726, 0.2103606025754846, 9988.625394201903, 59.946988112106396]"
43,22804.371476917957,22804.371476917957,"[0.9725599316222915, 0.686423612931343, 0.23930697581176963, 0.3067890294217379, 0.09020640064466035, 13.066411284110568, 8.098986836120934]"
44,22824.371687978644,22824.371687978644,"[0.7449769683537074, 0.9006065283910395, 0.4151948325550324, 0.746678511966688, 0.9367246983522808, 9987.047203936974, 54.879548484437116]"
45,22849.37164437044,22849.37164437044,"[0.7988728281172811, 0.3254445830116016, 0.2655166226412472, 0.5928212339239884, 0.5839713295251461, 6.573574335116961, 15.645590594365448]"
46,22860.37181069831,22860.37181069831,"[0.8986299521040478, 0.4817828499884331, 0.5191604328393766, 0.36223740975776675, 0.5523453284928109, 9994.767983491907, 34.59526821849945]"
47,22886.37198574438,22886.37198574438,"[0.9007272660297126, 0.006993702498972465, 0.0995830020946068, 0.9192182291869245, 0.30001017599284663, 12.288119629929595, 56.90449554636692]"
48,22912.372355222353,22912.372355222353,"[0.8685683620771183, 0.06541184910123787, 0.37172569678774303, 0.8532614765702645, 0.07730278841824068, 9991.193940212474, 15.880267219232138]"
49,22928.37240940526,22928.37240940526,"[0.5088497333302542, 0.5546853673016044, 0.6154245359034106, 0.1162346509491411, 0.3913152010573657, 0.8987285804729073, 18.373015853656124]"
